,predicted_labels,true_labels
25873,4,4
88608,4,15
3939,1,1
53900,4,4
76730,4,10
89348,4,15
45618,4,4
72529,1,9
36087,4,4
6337,4,1
26663,4,4
97220,4,20
96584,4,20
43272,4,4
23880,4,4
38397,1,4
42104,4,4
59220,4,6
70671,4,9
9088,1,1
46442,4,4
53780,4,4
124239,4,30
60629,4,6
43795,4,4
9184,1,1
7234,4,1
124627,4,30
55462,4,5
61363,4,7
124331,4,30
81026,4,11
10535,1,1
17515,26,2
17670,4,2
124184,4,30
82007,4,11
80534,4,11
25742,4,4
104877,4,23
39675,4,4
114701,4,26
12403,4,1
59740,1,6
32435,4,4
97855,4,20
117416,4,26
22414,4,4
56123,4,5
22656,4,4
14714,1,1
122529,4,29
59105,4,6
124453,4,30
6885,1,1
12145,4,1
1267,4,0
11420,1,1
90989,4,16
88519,4,15
68432,4,8
39599,4,4
46340,4,4
16156,1,1
61414,4,7
70664,4,9
57911,4,6
96367,4,20
44135,4,4
30862,4,4
91814,4,16
46539,4,4
10436,1,1
21747,4,3
88505,4,15
6263,1,1
61209,4,7
114310,4,25
107038,4,24
17433,1,2
22128,4,4
33170,4,4
97751,4,20
93960,4,18
38454,4,4
116617,4,26
504,4,0
44219,4,4
45815,4,4
27283,4,4
109448,1,25
109944,4,25
27892,4,4
1686,4,0
57266,4,5
14655,1,1
15274,4,1
80023,11,11
90055,4,15
21126,4,3
89320,4,15
108490,4,25
113546,25,25
34092,4,4
38381,4,4
11129,1,1
97697,1,20
122958,4,29
33353,4,4
16121,1,1
106794,4,24
90421,25,15
77242,10,10
102240,4,22
31549,4,4
75410,4,10
63833,1,7
43104,4,4
1902,4,0
93179,1,17
115950,4,26
53048,4,4
14533,1,1
22474,4,4
121738,4,28
16547,1,1
38377,4,4
27913,4,4
116050,4,26
63871,4,7
57829,4,6
26477,4,4
99394,4,20
67847,1,8
89102,1,15
74739,4,10
81123,4,11
14735,1,1
116883,4,26
92561,4,17
48873,4,4
19079,26,2
24573,4,4
54712,4,5
7641,4,1
53719,4,4
6781,4,1
15991,1,1
69669,4,9
20318,4,3
90721,4,15
23549,4,4
95811,4,20
45105,4,4
74391,10,10
77070,4,10
1169,4,0
74709,10,10
27204,4,4
28712,4,4
102194,4,22
11056,1,1
45273,4,4
13686,1,1
29400,4,4
106038,4,24
32719,4,4
119277,4,27
54822,4,5
121965,4,28
56491,4,5
80767,4,11
72340,9,9
73326,4,9
17260,4,2
64422,1,7
118849,4,27
45279,4,4
114606,4,26
111190,25,25
113419,4,25
38470,4,4
17108,1,1
120305,4,28
123331,4,29
111319,4,25
8769,1,1
92213,4,17
37955,4,4
61560,4,7
12412,4,1
83389,4,12
107481,4,24
54846,1,5
96917,1,20
76705,4,10
38694,4,4
52282,4,4
8541,1,1
77958,4,11
124353,4,30
91948,4,16
61033,4,6
26776,4,4
51913,4,4
107010,4,24
6870,1,1
95358,4,19
68736,4,9
75828,4,10
101211,1,22
98370,1,20
13959,1,1
110933,4,25
29111,4,4
90814,4,15
65045,4,8
27348,4,4
2491,4,0
87324,1,14
7309,1,1
32177,4,4
3975,4,1
41364,4,4
3428,1,1
28087,4,4
18349,4,2
59506,4,6
63859,1,7
112294,4,25
20475,4,3
26205,4,4
6447,4,1
40522,4,4
31981,4,4
66766,4,8
84358,4,13
39473,4,4
65235,1,8
111011,4,25
65444,4,8
110460,4,25
37882,4,4
110565,4,25
42989,4,4
19078,4,2
65190,4,8
39685,4,4
43551,4,4
74279,1,10
33309,4,4
41602,4,4
24433,4,4
83309,4,12
37765,4,4
116686,4,26
48788,4,4
94489,4,19
103550,4,23
100489,1,21
37276,4,4
15254,1,1
18837,4,2
31624,4,4
1666,4,0
81712,4,11
96445,4,20
52652,4,4
64343,1,7
81618,4,11
114938,4,26
66604,1,8
120032,4,28
33399,4,4
122525,4,29
15644,1,1
68113,4,8
21709,4,3
73568,4,9
40469,4,4
110048,25,25
89854,4,15
16067,1,1
49082,4,4
2117,4,0
42605,4,4
5297,1,1
27331,4,4
81180,4,11
58754,4,6
3893,4,1
59618,1,6
54591,4,4
21185,4,3
54142,4,4
119943,4,28
55560,1,5
60723,4,6
83928,4,12
92531,4,17
71598,1,9
77009,4,10
103732,4,23
28541,4,4
10534,1,1
38330,4,4
58320,4,6
114615,4,26
124873,9,30
65376,1,8
91219,25,16
122562,4,29
66157,4,8
5702,1,1
65588,1,8
19870,4,3
112904,25,25
40361,4,4
92142,4,16
109650,4,25
66029,4,8
124340,4,30
32436,4,4
35759,4,4
56890,4,5
101157,1,22
84295,4,13
18718,4,2
73093,4,9
79864,4,11
54987,4,5
107411,4,24
1463,0,0
116668,4,26
89768,4,15
96105,4,20
121027,4,28
99262,4,20
34501,4,4
43940,4,4
72222,4,9
75169,10,10
109687,4,25
12744,1,1
110065,25,25
30560,4,4
32241,4,4
94244,4,18
1428,4,0
50715,4,4
69355,4,9
105691,4,24
49330,4,4
72886,1,9
78227,4,11
79389,4,11
118201,4,27
96814,1,20
43554,4,4
10653,1,1
29973,4,4
122274,4,29
103772,4,23
53242,4,4
101192,4,22
15246,1,1
82011,4,11
24434,4,4
84898,4,13
63208,4,7
119803,4,28
88082,1,14
122121,4,29
124158,1,30
9368,1,1
9314,1,1
51572,4,4
105720,1,24
13862,1,1
56290,4,5
121838,4,28
56511,4,5
123643,4,30
114292,4,25
56812,4,5
49122,4,4
8065,4,1
42235,4,4
122190,4,29
86543,4,13
96842,4,20
73427,4,9
17665,4,2
8254,1,1
116766,4,26
57703,1,6
76611,4,10
14509,1,1
83570,4,12
62102,4,7
47085,4,4
124745,4,30
58889,4,6
2839,4,0
29117,4,4
73686,4,10
64426,4,7
54089,4,4
79477,4,11
111740,4,25
102723,1,22
81072,4,11
106587,4,24
7080,1,1
28090,4,4
50893,4,4
51585,4,4
108307,4,25
38047,4,4
64312,1,7
39187,4,4
95352,4,19
26115,4,4
12089,1,1
86197,4,13
70253,4,9
50670,4,4
20011,4,3
97219,20,20
2144,4,0
15395,1,1
35038,4,4
107542,1,24
21730,4,3
16531,1,1
108975,25,25
17859,4,2
66873,1,8
22443,4,4
58128,4,6
91852,1,16
17321,4,2
39259,4,4
109813,4,25
85506,4,13
75034,1,10
14003,1,1
54942,4,5
22286,4,4
74946,4,10
122264,4,29
119982,4,28
25600,4,4
102186,4,22
112143,4,25
121947,4,28
117611,4,26
111898,4,25
38451,4,4
624,4,0
98332,4,20
45745,4,4
55753,4,5
60212,4,6
18730,4,2
78645,4,11
100947,11,22
105183,1,23
100186,4,21
36549,4,4
63963,4,7
12558,1,1
84006,4,12
16474,1,1
61403,1,7
60464,4,6
28418,4,4
69114,4,9
69312,9,9
39113,4,4
113336,4,25
101870,1,22
104495,4,23
17345,4,2
45674,4,4
37953,4,4
41547,4,4
106486,1,24
32824,4,4
35253,4,4
72707,4,9
73423,4,9
26945,4,4
90792,4,15
66024,1,8
77645,4,10
56657,4,5
54558,4,4
47906,4,4
119341,4,27
17794,1,2
41690,4,4
60311,4,6
23149,4,4
46760,4,4
55218,1,5
95386,4,19
78056,4,11
9846,1,1
87334,4,14
85883,4,13
3960,1,1
107809,4,25
67386,4,8
114142,4,25
68621,4,8
97678,4,20
2424,4,0
20939,4,3
1184,4,0
24159,4,4
89142,4,15
45115,4,4
26874,4,4
118002,4,26
99001,4,20
80086,1,11
60144,1,6
72240,4,9
98695,4,20
98240,4,20
58448,4,6
113939,25,25
56168,4,5
98386,1,20
120110,4,28
113801,25,25
82234,4,12
42271,4,4
58997,4,6
123658,4,30
105228,4,23
111019,4,25
7764,1,1
2426,4,0
44919,4,4
59577,1,6
115550,4,26
106897,24,24
340,4,0
64675,4,7
12544,1,1
89933,4,15
29788,4,4
104201,4,23
113536,4,25
64552,4,7
59800,4,6
24665,4,4
66233,1,8
112848,25,25
77582,4,10
61809,4,7
44420,4,4
92589,4,17
105428,4,23
109698,4,25
8377,1,1
58073,4,6
24534,4,4
611,4,0
103719,4,23
58618,4,6
75287,4,10
47706,4,4
45543,4,4
14202,1,1
84979,4,13
49919,4,4
66056,4,8
121672,4,28
68426,4,8
49425,4,4
121971,4,28
31235,4,4
70339,4,9
21572,4,3
105894,1,24
6379,1,1
94540,4,19
14510,1,1
74610,4,10
63399,4,7
88838,4,15
60381,4,6
98818,4,20
115011,4,26
107157,25,24
55627,1,5
12109,1,1
22424,4,4
42434,4,4
115783,4,26
43566,4,4
69913,4,9
22347,4,4
21155,4,3
116753,4,26
121701,4,28
104324,4,23
90787,15,15
67651,4,8
15349,1,1
109843,4,25
78081,4,11
74365,4,10
71095,4,9
79731,4,11
28596,4,4
81501,4,11
29863,4,4
58808,4,6
74556,4,10
70566,4,9
118459,4,27
80000,4,11
87908,4,14
85133,1,13
69937,4,9
36646,4,4
9996,1,1
21165,4,3
32341,4,4
22099,4,4
63796,4,7
8481,4,1
106917,24,24
75525,4,10
59559,1,6
38783,4,4
76796,4,10
22321,4,4
100192,1,21
30793,4,4
87204,4,14
41174,4,4
51231,4,4
70712,4,9
86474,4,13
69310,1,9
95525,1,20
90840,4,16
108850,4,25
81118,4,11
101835,4,22
37702,4,4
121518,4,28
69945,4,9
46597,4,4
13235,4,1
104578,25,23
2483,4,0
80474,4,11
98964,4,20
34863,4,4
78907,4,11
104572,4,23
62559,4,7
35987,4,4
74982,4,10
52108,4,4
89699,4,15
43751,4,4
58909,4,6
102542,1,22
120133,4,28
13277,4,1
109359,4,25
3168,1,1
106946,4,24
51198,4,4
77790,4,10
17421,4,2
107112,1,24
87355,4,14
39300,4,4
72087,4,9
9380,1,1
68405,4,8
85580,4,13
46316,4,4
38336,4,4
91473,4,16
63243,1,7
18104,4,2
109054,4,25
39724,4,4
47189,4,4
79324,4,11
20426,4,3
52364,4,4
54746,4,5
88375,4,15
8793,1,1
10663,1,1
95127,4,19
58838,4,6
32394,4,4
26607,4,4
112704,4,25
86924,4,13
96920,4,20
23506,4,4
86917,4,13
98644,4,20
82922,4,12
101594,4,22
2028,4,0
124687,1,30
41257,4,4
48663,4,4
43715,4,4
84255,4,13
2919,1,1
58206,4,6
22494,4,4
16415,1,1
75226,1,10
4054,1,1
29209,4,4
93024,4,17
101567,4,22
30171,4,4
37425,4,4
14808,1,1
100081,4,21
113052,4,25
37097,4,4
65687,1,8
26153,4,4
30434,4,4
42195,4,4
82112,4,12
107825,4,25
59588,4,6
26795,4,4
8697,1,1
35313,4,4
2353,4,0
5057,1,1
82407,4,12
92012,25,16
106258,1,24
78985,4,11
102624,4,22
1167,4,0
7104,4,1
23448,4,4
89076,4,15
94873,4,19
38360,4,4
102324,1,22
88457,4,15
29065,4,4
88510,4,15
28924,4,4
57878,4,6
116839,4,26
3056,1,1
119093,4,27
83057,4,12
65839,4,8
94899,4,19
64828,4,8
68833,4,9
10092,4,1
14715,4,1
14363,1,1
104198,4,23
97019,20,20
91603,4,16
83368,4,12
35398,4,4
43022,4,4
93983,4,18
84230,4,13
18181,4,2
79006,4,11
105908,4,24
38781,4,4
58916,4,6
96139,4,20
56171,1,5
41162,4,4
103344,4,23
104082,4,23
10448,1,1
39411,4,4
4486,1,1
1522,4,0
115322,4,26
122744,4,29
47619,4,4
1499,4,0
92094,4,16
25636,4,4
81989,4,11
83920,4,12
14903,1,1
79258,4,11
124915,4,30
53822,4,4
105911,4,24
38713,4,4
41636,4,4
36145,4,4
11338,1,1
1844,4,0
94947,4,19
40462,4,4
66217,4,8
6772,4,1
106170,4,24
94727,4,19
80528,4,11
58044,4,6
123942,4,30
4561,4,1
10540,1,1
12450,1,1
73982,4,10
65887,4,8
9632,1,1
101975,1,22
121635,4,28
10027,1,1
10978,1,1
16627,4,1
83673,4,12
81821,4,11
34854,4,4
97315,20,20
12855,1,1
53552,4,4
100480,1,21
41907,4,4
78465,4,11
119537,4,28
72818,9,9
70294,4,9
98539,4,20
35526,4,4
36214,4,4
25289,4,4
96210,1,20
58194,1,6
56103,4,5
69998,4,9
19669,4,3
22499,4,4
59150,1,6
1141,4,0
116816,4,26
48638,4,4
99303,4,20
103172,4,23
122639,4,29
20526,4,3
90253,4,15
118865,4,27
66143,4,8
41500,4,4
19501,4,3
106545,1,24
48860,4,4
97133,4,20
17835,4,2
122232,4,29
93494,4,18
51015,4,4
31298,4,4
88435,4,15
26682,4,4
101893,4,22
17508,4,2
106386,4,24
31859,4,4
50739,4,4
110479,4,25
3650,1,1
40680,4,4
35188,4,4
16373,1,1
97954,4,20
114653,4,26
27804,4,4
108007,4,25
82295,1,12
3923,1,1
81412,4,11
34232,4,4
91667,4,16
111078,25,25
110780,4,25
61524,4,7
76698,4,10
55389,4,5
44703,4,4
63417,4,7
52390,4,4
102551,1,22
120018,26,28
2102,0,0
66441,4,8
123549,4,30
31063,4,4
26457,4,4
40990,4,4
5823,4,1
19740,4,3
15220,4,1
70079,4,9
36621,4,4
110940,25,25
17592,4,2
108731,4,25
38620,4,4
75488,4,10
48955,4,4
65498,4,8
103322,4,23
61621,4,7
30051,4,4
62977,4,7
116878,4,26
6809,1,1
83494,4,12
95047,4,19
26915,4,4
14972,1,1
46095,4,4
26610,4,4
114799,4,26
22449,4,4
54967,4,5
110819,4,25
29660,4,4
80650,4,11
2837,4,0
27394,4,4
34496,4,4
79668,4,11
118367,4,27
97520,4,20
68317,4,8
49467,4,4
72522,4,9
16475,1,1
101532,4,22
65164,4,8
82682,4,12
42470,4,4
108886,25,25
44276,4,4
90628,4,15
3615,1,1
2164,4,0
120607,4,28
127,4,0
59103,4,6
27055,4,4
2023,4,0
20331,4,3
32433,4,4
87987,4,14
78281,4,11
72239,4,9
103105,4,23
34987,4,4
39355,4,4
44597,4,4
765,4,0
119729,4,28
84090,4,12
37173,4,4
86761,1,13
29172,4,4
17444,4,2
119953,4,28
116735,4,26
40816,4,4
21534,4,3
74070,1,10
53549,4,4
58290,4,6
28849,4,4
103801,4,23
92348,4,17
116721,4,26
10052,1,1
71858,4,9
86800,4,13
63639,4,7
43791,4,4
34499,4,4
113999,4,25
31417,4,4
10988,1,1
23552,4,4
45219,4,4
6606,1,1
76249,1,10
38807,4,4
12667,4,1
33978,4,4
72745,9,9
89100,4,15
46997,4,4
7816,1,1
56326,4,5
95619,1,20
102047,1,22
71104,10,9
87351,4,14
78554,4,11
30340,4,4
89292,4,15
103645,4,23
34773,4,4
110996,4,25
52348,4,4
101470,1,22
46133,4,4
83294,4,12
68192,1,8
116215,4,26
117273,4,26
46042,4,4
114289,25,25
78841,4,11
84879,4,13
73439,9,9
123319,1,29
2644,4,0
5410,4,1
122219,4,29
90592,4,15
61471,4,7
106739,4,24
4799,1,1
61687,4,7
114377,4,25
71652,25,9
78652,4,11
9053,1,1
98952,4,20
7175,1,1
112133,4,25
101169,4,22
12349,4,1
69520,4,9
88016,4,14
37177,4,4
115699,4,26
96562,4,20
38262,4,4
15083,1,1
80429,4,11
15482,1,1
110316,25,25
35436,4,4
77830,4,11
82869,4,12
117505,4,26
105325,4,23
5744,1,1
38499,4,4
114901,4,26
69348,4,9
55400,4,5
5289,4,1
116344,4,26
40440,4,4
5656,1,1
90786,4,15
102080,4,22
14450,1,1
109721,4,25
62988,4,7
31460,4,4
36864,4,4
75789,4,10
55602,4,5
95997,1,20
45521,4,4
59102,1,6
15139,1,1
12598,1,1
73562,4,9
115414,4,26
32162,4,4
53265,4,4
66897,4,8
100905,4,22
40560,4,4
62348,4,7
73202,4,9
46636,4,4
111570,4,25
118892,4,27
37923,4,4
86,4,0
55141,4,5
49145,4,4
30513,4,4
89240,4,15
118595,4,27
11450,1,1
29239,4,4
92618,4,17
5984,1,1
29479,4,4
100953,4,22
56727,4,5
18243,4,2
13306,4,1
104819,4,23
115523,4,26
6698,4,1
5958,1,1
13780,1,1
119517,4,28
62038,1,7
88750,4,15
73383,9,9
71346,4,9
104438,4,23
116661,4,26
37233,4,4
56837,4,5
103394,4,23
19706,4,3
65363,4,8
119193,1,27
11564,1,1
34900,4,4
22371,4,4
103561,4,23
74538,4,10
19371,4,3
9533,1,1
25707,4,4
28816,4,4
106134,24,24
40973,4,4
28223,4,4
113655,4,25
107871,4,25
27159,4,4
105597,4,23
1956,1,0
18964,4,2
44686,4,4
42818,4,4
6615,4,1
119774,4,28
109800,25,25
6285,1,1
18911,4,2
96929,1,20
43290,4,4
107781,4,25
79928,4,11
75381,4,10
18245,4,2
32873,4,4
31599,4,4
5454,1,1
33315,4,4
106187,1,24
6746,1,1
28591,4,4
64387,4,7
13966,1,1
32825,4,4
14031,4,1
48772,4,4
51418,4,4
48572,4,4
10423,1,1
24049,4,4
72164,4,9
31979,4,4
15981,1,1
26410,4,4
35732,4,4
78823,4,11
43847,4,4
940,4,0
76390,1,10
52138,4,4
14852,1,1
124232,4,30
48895,4,4
108126,4,25
59943,1,6
52050,4,4
5344,1,1
119063,4,27
47298,4,4
54866,4,5
74449,4,10
8231,1,1
110518,4,25
1336,4,0
80763,4,11
19941,4,3
24193,4,4
106449,25,24
85491,1,13
80248,4,11
5232,1,1
9675,4,1
11998,1,1
86549,4,13
24984,4,4
99346,4,20
1561,4,0
13122,4,1
92087,4,16
57877,1,6
94376,4,19
109327,25,25
86193,4,13
16826,1,1
85017,4,13
40909,4,4
45639,4,4
109710,4,25
5537,1,1
99435,4,21
14189,1,1
120612,4,28
44216,4,4
32095,4,4
44167,4,4
31518,4,4
49813,4,4
51303,4,4
17152,4,2
63797,4,7
119681,4,28
82645,4,12
44094,4,4
90147,1,15
110588,4,25
95045,1,19
94656,4,19
18048,4,2
59323,1,6
11083,1,1
75013,4,10
42509,4,4
8021,1,1
72803,1,9
45320,4,4
123761,4,30
8446,1,1
22885,4,4
31759,4,4
51716,4,4
91897,4,16
50727,4,4
118518,4,27
35,4,0
38846,4,4
40995,4,4
58351,4,6
15479,1,1
1928,4,0
30173,4,4
25607,4,4
32190,4,4
64513,4,7
66040,1,8
34679,4,4
66240,1,8
53772,4,4
109119,25,25
38315,4,4
83329,4,12
6928,4,1
88444,4,15
29207,4,4
118464,4,27
8063,1,1
36456,4,4
106185,4,24
80719,4,11
40078,4,4
13674,1,1
41309,4,4
79269,4,11
59720,4,6
83817,4,12
70449,4,9
1773,4,0
11404,1,1
113744,25,25
105365,4,23
30042,4,4
61081,1,6
84454,4,13
107340,4,24
43440,4,4
107229,4,24
29472,4,4
90304,4,15
18610,4,2
44223,4,4
86265,1,13
53401,4,4
99085,4,20
14996,1,1
116512,4,26
100800,4,22
120126,4,28
99231,1,20
119432,4,27
79592,4,11
38513,4,4
139,4,0
82994,1,12
120300,4,28
65284,1,8
113346,25,25
34658,4,4
45397,4,4
48220,4,4
49569,4,4
53199,4,4
107491,4,24
115942,4,26
116381,4,26
28663,4,4
54034,4,4
124982,1,30
10570,1,1
79837,11,11
46971,4,4
117767,4,26
46609,4,4
18409,4,2
43987,4,4
3093,1,1
390,4,0
67771,4,8
63742,25,7
37045,4,4
88662,4,15
29007,4,4
101545,1,22
107952,25,25
98354,1,20
95226,4,19
52037,4,4
15865,1,1
84667,4,13
8320,4,1
59828,1,6
75385,4,10
75929,4,10
60319,4,6
45185,4,4
121990,4,28
123752,1,30
41536,4,4
59878,1,6
72463,1,9
60706,4,6
61821,4,7
44971,4,4
4080,1,1
122770,4,29
21545,4,3
8410,1,1
113506,4,25
110253,4,25
61118,1,6
111276,4,25
64254,4,7
98054,4,20
86302,4,13
14969,1,1
56285,4,5
33742,4,4
31916,4,4
69145,4,9
112196,4,25
25267,4,4
82043,4,11
90487,25,15
92658,4,17
50753,4,4
84004,4,12
9419,1,1
102652,4,22
39164,4,4
99887,4,21
18212,4,2
122769,25,29
63605,4,7
496,1,0
55133,4,5
119056,4,27
74611,1,10
9250,1,1
43188,4,4
4157,1,1
41360,4,4
36755,4,4
13063,4,1
66501,4,8
15115,1,1
46897,4,4
78445,1,11
103634,4,23
57684,4,6
40390,4,4
123628,1,30
88260,4,14
31554,4,4
48458,4,4
14104,1,1
120094,4,28
46820,4,4
115272,4,26
42124,4,4
67599,4,8
13292,1,1
99841,4,21
3565,1,1
105776,1,24
107322,4,24
66594,4,8
17710,4,2
33415,4,4
102861,1,22
98755,4,20
36309,4,4
74579,4,10
108998,25,25
32673,4,4
88057,4,14
84414,4,13
47584,4,4
117276,4,26
57225,4,5
15760,4,1
33603,4,4
17609,26,2
47783,4,4
120881,4,28
45787,4,4
97127,1,20
93302,4,17
63139,4,7
104778,4,23
48809,4,4
86250,4,13
54091,4,4
36262,4,4
119669,4,28
88951,4,15
19830,4,3
2052,4,0
75981,10,10
60417,4,6
101656,4,22
4704,1,1
69122,4,9
60799,4,6
111139,25,25
101273,1,22
122250,4,29
121384,1,28
73542,4,9
30632,4,4
92255,1,17
31650,4,4
16254,4,1
8166,4,1
98301,1,20
109879,4,25
97516,4,20
83327,4,12
104888,4,23
117683,4,26
80668,4,11
75480,4,10
23226,4,4
76298,4,10
66587,4,8
98704,1,20
63207,4,7
56256,4,5
117166,4,26
91773,4,16
70522,1,9
123233,4,29
61398,4,7
2795,4,0
15153,1,1
111238,4,25
3674,1,1
57396,4,6
66556,4,8
118003,4,26
45113,4,4
121282,4,28
36533,4,4
106814,25,24
97230,20,20
16138,1,1
12888,1,1
96958,20,20
73524,4,9
23327,4,4
25773,4,4
51454,4,4
13813,4,1
7835,1,1
94117,4,18
55600,4,5
123108,4,29
107559,1,24
98737,4,20
76973,1,10
34260,4,4
66017,4,8
42456,4,4
47568,4,4
10068,1,1
20292,1,3
42655,4,4
86969,4,13
42316,4,4
115184,4,26
60361,4,6
121922,4,28
102491,1,22
79193,4,11
89868,1,15
328,4,0
15474,4,1
57719,4,6
34796,4,4
18533,4,2
12732,1,1
78268,4,11
40359,4,4
49239,4,4
87534,4,14
1724,4,0
106982,1,24
44186,4,4
35250,4,4
93241,4,17
5904,4,1
116734,4,26
98186,20,20
89675,4,15
489,4,0
21072,4,3
117886,4,26
35394,4,4
122454,4,29
7095,1,1
105701,24,24
4356,1,1
88009,4,14
100895,9,22
123005,4,29
42641,4,4
33821,4,4
89678,4,15
14979,4,1
96030,1,20
1256,1,0
21167,4,3
111310,4,25
13041,4,1
50794,4,4
23820,4,4
48184,4,4
92277,1,17
116297,4,26
5600,1,1
113202,4,25
70444,9,9
50300,4,4
50119,4,4
106780,25,24
62621,4,7
3635,4,1
93640,4,18
106813,4,24
58469,4,6
21435,1,3
47999,4,4
105663,1,24
12264,1,1
42914,4,4
119512,4,28
121491,4,28
107621,4,24
103581,4,23
57268,1,5
29869,4,4
39003,4,4
41509,4,4
116575,4,26
76389,4,10
75902,10,10
124018,4,30
34999,4,4
32570,4,4
71473,4,9
85385,4,13
58687,4,6
90453,4,15
69923,4,9
57178,4,5
64721,4,8
24542,4,4
76785,1,10
100157,4,21
110305,4,25
93456,4,18
122998,1,29
4047,1,1
119199,4,27
103668,4,23
81838,1,11
69796,4,9
87655,4,14
68265,1,8
81829,4,11
69291,4,9
94732,4,19
36244,4,4
63455,1,7
46466,4,4
8486,1,1
38226,4,4
43853,4,4
105182,4,23
60193,4,6
47058,4,4
90071,4,15
30370,4,4
86370,4,13
53705,4,4
34367,4,4
31489,4,4
85915,4,13
67317,4,8
47659,4,4
4201,1,1
40079,4,4
84518,1,13
90571,4,15
123760,1,30
656,4,0
38900,4,4
51318,4,4
100387,4,21
23673,4,4
110972,4,25
4587,1,1
44100,4,4
67006,1,8
38049,4,4
45454,4,4
90625,4,15
9494,1,1
28092,4,4
118295,4,27
109371,4,25
30717,4,4
95697,1,20
57070,4,5
25866,4,4
119814,4,28
89683,4,15
117692,4,26
99834,4,21
16891,1,1
101785,1,22
6388,1,1
106538,4,24
41376,4,4
114171,4,25
118207,25,27
51563,4,4
73073,4,9
40527,4,4
74412,4,10
51209,4,4
123944,4,30
40413,4,4
21443,4,3
1914,4,0
79158,4,11
16926,1,1
44050,4,4
55668,4,5
78385,4,11
31037,4,4
22998,4,4
66145,1,8
18413,4,2
12345,1,1
16434,1,1
102346,4,22
8477,4,1
77050,4,10
64788,4,8
2171,4,0
115026,4,26
28405,4,4
79466,4,11
7958,1,1
43185,4,4
80305,4,11
32475,4,4
73583,4,9
34307,4,4
103811,4,23
34229,4,4
27555,4,4
77785,4,10
78110,4,11
88536,4,15
37491,4,4
85300,4,13
37781,4,4
50590,4,4
65420,4,8
90446,4,15
94404,4,19
105552,4,23
100488,4,21
10608,1,1
55696,4,5
32880,4,4
40848,4,4
90585,25,15
16418,1,1
117741,4,26
60771,4,6
65517,4,8
11034,1,1
92744,4,17
33632,4,4
46998,4,4
9700,1,1
121460,4,28
14475,1,1
11238,1,1
84046,4,12
81206,4,11
100691,4,21
28176,4,4
60348,4,6
94526,4,19
107523,4,24
26450,4,4
83713,4,12
40608,4,4
124879,1,30
19343,4,3
54655,4,4
105607,4,23
120521,4,28
115323,4,26
110141,25,25
17568,4,2
46873,4,4
82233,4,12
39072,4,4
40993,4,4
124949,1,30
42737,4,4
76199,1,10
119727,4,28
90782,4,15
52027,4,4
51282,4,4
35673,4,4
31886,4,4
36730,4,4
123159,4,29
4717,1,1
109248,4,25
25631,4,4
99680,4,21
111868,25,25
80330,4,11
74871,1,10
39590,4,4
51863,4,4
102431,25,22
38748,4,4
82543,4,12
74468,1,10
101668,4,22
123175,4,29
3734,1,1
67513,1,8
116226,4,26
98822,1,20
121794,4,28
179,4,0
108784,4,25
74234,4,10
94264,4,18
67806,1,8
78735,4,11
96319,4,20
88413,4,15
104286,4,23
72375,9,9
95961,1,20
34282,4,4
107976,4,25
90499,4,15
66840,4,8
112817,25,25
5447,4,1
58883,4,6
20421,4,3
18709,4,2
89806,4,15
73378,9,9
1363,4,0
90282,4,15
30936,4,4
4361,1,1
32422,4,4
15006,1,1
124592,1,30
80733,25,11
94970,4,19
5264,1,1
36405,4,4
62985,4,7
102628,4,22
93998,4,18
51324,4,4
53592,4,4
119886,4,28
44118,4,4
93354,4,18
27241,4,4
33854,4,4
34067,4,4
81865,4,11
57045,4,5
76376,4,10
30952,4,4
90566,4,15
44829,4,4
91271,4,16
65112,1,8
35940,4,4
109440,4,25
30066,4,4
109848,4,25
22737,4,4
75280,4,10
42922,4,4
9776,1,1
115868,4,26
11761,4,1
3848,1,1
50194,4,4
26388,4,4
116403,4,26
100855,1,22
99076,4,20
115255,4,26
77346,4,10
122621,1,29
94475,4,19
121781,4,28
122739,4,29
85129,4,13
65758,4,8
49083,4,4
73536,4,9
87295,4,14
90848,1,16
20268,4,3
96915,4,20
51411,4,4
55770,4,5
49890,4,4
2727,4,0
110371,25,25
12297,1,1
82536,4,12
84032,1,12
6248,1,1
61645,4,7
106791,4,24
73718,4,10
73665,10,10
124345,4,30
36060,4,4
93481,4,18
112361,4,25
44238,4,4
100144,4,21
84144,4,12
12881,1,1
96564,4,20
116239,4,26
60939,1,6
22411,4,4
112649,25,25
93268,4,17
53488,4,4
112097,4,25
61035,4,6
107746,4,25
113755,4,25
102944,4,22
88110,4,14
47478,4,4
68734,1,9
50219,4,4
28385,4,4
68510,4,8
89297,4,15
31782,4,4
12033,1,1
13881,1,1
69308,4,9
50085,4,4
3678,1,1
71573,1,9
18916,4,2
59232,4,6
43785,4,4
85830,4,13
121413,4,28
54919,4,5
84976,4,13
32542,4,4
107456,24,24
37828,4,4
45537,4,4
124598,1,30
19029,4,2
38396,4,4
90725,4,15
13400,1,1
119042,4,27
71107,4,9
93247,4,17
93620,4,18
9778,1,1
122612,24,29
79272,4,11
25362,4,4
19268,4,2
60728,4,6
2663,4,0
69493,4,9
96457,1,20
109829,4,25
45406,4,4
100074,4,21
32943,4,4
15415,1,1
46012,4,4
97571,1,20
60298,4,6
103456,4,23
25761,4,4
82735,4,12
5324,1,1
6663,1,1
14497,1,1
71961,4,9
53152,4,4
29581,4,4
100198,1,21
64164,4,7
